time_stamp,user_id,visited
2014-03-12,10,1
2014-03-13,10,1
2014-03-14,10,1
2014-03-15,10,1
2014-03-16,10,1
2014-03-17,10,1
2014-03-18,10,1
2014-03-19,10,1
2014-03-20,10,1
2014-03-21,10,1
2014-03-22,10,1
2014-03-23,10,1
2014-03-24,10,1
2014-03-25,10,1
2014-03-26,10,1
2014-03-27,10,1
2014-03-28,10,1
2014-03-29,10,1
2014-03-30,10,1
2014-03-31,10,1
2014-04-01,10,1
2014-04-02,10,1
2014-04-03,10,1
2014-04-04,10,1
2014-04-06,10,1
2014-04-07,10,1
2014-04-08,10,1
2014-04-09,10,1
2014-04-10,10,1
2014-04-13,10,1
2014-04-14,10,1
2014-04-15,10,1
2014-04-16,10,1
2014-04-17,10,1
2014-04-18,10,1
2014-04-19,10,1
2014-04-20,10,1
2014-04-21,10,1
2014-04-24,10,1
2014-04-26,10,1
2014-04-27,10,1
2014-04-28,10,1
2014-05-01,10,1
2014-05-02,10,1
2014-05-03,10,1
2014-05-04,10,1
2014-05-05,10,1
2014-05-06,10,1
2014-05-07,10,1
2014-05-08,10,1
2014-05-09,10,1
2014-05-10,10,1
2014-05-11,10,1
2014-05-12,10,1
2014-05-13,10,1
2014-05-14,10,1
2014-05-15,10,1
2014-05-16,10,1
2014-05-17,10,1
2014-05-18,10,1
2014-05-19,10,1
2014-05-20,10,1
2014-05-21,10,1
2014-05-22,10,1
2014-05-23,10,1
2014-05-24,10,1
2014-05-25,10,1
2014-05-26,10,1
2014-05-27,10,1
2014-05-28,10,1
2014-05-29,10,1
2014-05-30,10,1
2014-05-31,10,1
2014-06-01,10,1
2014-06-02,10,1
2014-06-03,10,1
2013-12-27,11,1
2014-03-30,13,1
2012-10-12,14,1
2014-04-12,17,1
2013-05-25,19,1
2013-05-30,19,1
2014-03-11,20,1
2014-03-12,20,1
2014-03-13,20,1
2014-05-07,20,1
2014-05-11,20,1
2014-05-28,20,1
2014-05-29,20,1
2013-01-22,21,1
2014-02-10,22,1
2012-08-18,23,1
2013-09-09,24,1
2014-02-25,25,1
2014-02-26,25,1
2014-01-15,27,1
2013-02-14,28,1
2013-09-17,29,1
2013-06-04,30,1
2014-01-24,31,1
2014-03-11,33,1
2014-03-17,33,1
2014-03-22,33,1
2014-03-23,33,1
2014-03-30,33,1
2014-04-03,33,1
2014-04-09,33,1
2014-04-12,33,1
2014-04-17,33,1
2014-04-21,33,1
2014-04-25,33,1
2014-04-30,33,1
2014-05-12,33,1
2014-05-14,33,1
2014-05-19,33,1
2014-05-24,33,1
2014-05-26,33,1
2014-05-31,33,1
2013-08-06,36,1
2012-09-26,37,1
2014-04-30,41,1
2012-11-13,42,1
2012-12-16,42,1
2012-12-18,42,1
2012-12-24,42,1
2012-12-25,42,1
2012-12-26,42,1
2012-12-28,42,1
2013-01-08,42,1
2013-01-11,42,1
2013-01-14,42,1
2013-01-15,42,1
2013-01-18,42,1
2013-01-21,42,1
2013-01-23,42,1
2013-01-27,42,1
2013-02-02,42,1
2013-02-06,42,1
2013-02-07,42,1
2013-02-10,42,1
2013-02-15,42,1
2013-02-17,42,1
2013-02-18,42,1
2013-02-21,42,1
2013-02-24,42,1
2013-02-28,42,1
2013-03-01,42,1
2013-03-03,42,1
2013-03-04,42,1
2013-03-05,42,1
2013-03-08,42,1
2013-03-10,42,1
2013-03-11,42,1
2013-03-12,42,1
2013-03-14,42,1
2013-03-15,42,1
2013-03-16,42,1
2013-03-17,42,1
2013-03-20,42,1
2013-03-21,42,1
2013-03-22,42,1
2013-03-23,42,1
2013-03-24,42,1
2013-03-26,42,1
2013-03-27,42,1
2013-03-28,42,1
2013-03-30,42,1
2013-03-31,42,1
2013-04-01,42,1
2013-04-06,42,1
2013-04-07,42,1
2013-04-09,42,1
2013-04-10,42,1
2013-04-12,42,1
2013-04-13,42,1
2013-04-14,42,1
2013-04-15,42,1
2013-04-16,42,1
2013-04-17,42,1
2013-04-19,42,1
2013-04-20,42,1
2013-04-21,42,1
2013-04-22,42,1
2013-04-24,42,1
2013-04-27,42,1
2013-04-28,42,1
2013-04-29,42,1
2013-04-30,42,1
2013-05-02,42,1
2013-05-03,42,1
2013-05-04,42,1
2013-05-05,42,1
2013-05-06,42,1
2013-05-08,42,1
2013-05-10,42,1
2013-05-11,42,1
2013-05-12,42,1
2013-05-13,42,1
2013-05-17,42,1
2013-05-18,42,1
2013-05-19,42,1
2013-05-20,42,1
2013-05-22,42,1
2013-05-23,42,1
2013-05-24,42,1
2013-05-25,42,1
2013-05-26,42,1
2013-05-28,42,1
2013-05-29,42,1
2013-05-30,42,1
2013-05-31,42,1
2013-06-03,42,1
2013-06-05,42,1
2013-06-06,42,1
2013-06-07,42,1
2013-06-08,42,1
2013-06-09,42,1
2013-06-11,42,1
2013-06-12,42,1
2013-06-14,42,1
2013-06-15,42,1
2013-06-17,42,1
2013-06-18,42,1
2013-06-19,42,1
2013-06-20,42,1
2013-06-21,42,1
2013-06-22,42,1
2013-06-23,42,1
2013-06-24,42,1
2013-06-26,42,1
2013-06-29,42,1
2013-06-30,42,1
2013-07-01,42,1
2013-07-02,42,1
2013-07-04,42,1
2013-07-06,42,1
2013-07-07,42,1
2013-07-08,42,1
2013-07-09,42,1
2013-07-10,42,1
2013-07-11,42,1
2013-07-13,42,1
2013-07-14,42,1
2013-07-15,42,1
2013-07-16,42,1
2013-07-18,42,1
2013-07-20,42,1
2013-07-21,42,1
2013-07-22,42,1
2013-07-23,42,1
2013-07-24,42,1
2013-07-25,42,1
2013-07-26,42,1
2013-07-27,42,1
2013-07-28,42,1
2013-07-29,42,1
2013-07-30,42,1
2013-07-31,42,1
2013-08-01,42,1
2013-08-02,42,1
2013-08-03,42,1
2013-08-04,42,1
2013-08-05,42,1
2013-08-06,42,1
2013-08-07,42,1
2013-08-08,42,1
2013-08-09,42,1
2013-08-10,42,1
2013-08-11,42,1
2013-08-12,42,1
2013-08-13,42,1
2013-08-14,42,1
2013-08-15,42,1
2013-08-16,42,1
2013-08-17,42,1
2013-08-18,42,1
2013-08-20,42,1
2013-08-22,42,1
2013-08-23,42,1
2013-08-24,42,1
2013-08-25,42,1
2013-08-26,42,1
2013-08-28,42,1
2013-08-29,42,1
2013-08-30,42,1
2013-08-31,42,1
2013-09-01,42,1
2013-09-03,42,1
2013-09-04,42,1
2013-09-05,42,1
2013-09-06,42,1
2013-09-07,42,1
2013-09-08,42,1
2013-09-09,42,1
2013-09-10,42,1
2013-09-11,42,1
2013-09-12,42,1
2013-09-13,42,1
2013-09-14,42,1
2013-09-15,42,1
2013-09-16,42,1
2013-09-17,42,1
2013-09-18,42,1
2013-09-19,42,1
2013-09-20,42,1
2013-09-21,42,1
2013-09-22,42,1
2013-09-23,42,1
2013-09-24,42,1
2013-09-25,42,1
2013-09-26,42,1
2013-09-27,42,1
2013-09-28,42,1
2013-09-29,42,1
2013-09-30,42,1
2013-10-01,42,1
2013-10-02,42,1
2013-10-03,42,1
2013-10-04,42,1
2013-10-06,42,1
2013-10-08,42,1
2013-10-09,42,1
2013-10-10,42,1
2013-10-11,42,1
2013-10-12,42,1
2013-10-13,42,1
2013-10-14,42,1
2013-10-15,42,1
2013-10-16,42,1
2013-10-17,42,1
2013-10-18,42,1
2013-10-19,42,1
2013-10-20,42,1
2013-10-21,42,1
2013-10-23,42,1
2013-10-24,42,1
2013-10-25,42,1
2013-10-26,42,1
2013-10-29,42,1
2013-10-30,42,1
2013-10-31,42,1
2013-11-01,42,1
2013-11-02,42,1
2013-11-03,42,1
2013-11-05,42,1
2013-11-06,42,1
2013-11-07,42,1
2013-11-08,42,1
2013-11-09,42,1
2013-11-11,42,1
2013-11-12,42,1
2013-11-13,42,1
2013-11-14,42,1
2013-11-15,42,1
2013-11-16,42,1
2013-11-17,42,1
2013-11-18,42,1
2013-11-19,42,1
2013-11-21,42,1
2013-11-22,42,1
2013-11-23,42,1
2013-11-26,42,1
2013-11-27,42,1
2013-11-28,42,1
2013-11-29,42,1
2013-11-30,42,1
2013-12-01,42,1
2013-12-02,42,1
2013-12-03,42,1
2013-12-06,42,1
2013-12-09,42,1
2013-12-11,42,1
2013-12-13,42,1
2013-12-14,42,1
2013-12-15,42,1
2013-12-22,42,1
2013-12-23,42,1
2013-12-26,42,1
2013-12-29,42,1
2013-12-30,42,1
2013-12-31,42,1
2014-01-02,42,1
2014-01-03,42,1
2014-01-07,42,1
2014-01-08,42,1
2014-01-09,42,1
2014-01-10,42,1
2014-01-11,42,1
2014-01-12,42,1
2014-01-13,42,1
2014-01-14,42,1
2014-01-16,42,1
2014-01-17,42,1
2014-01-18,42,1
2014-01-19,42,1
2014-01-23,42,1
2014-01-25,42,1
2014-01-26,42,1
2014-01-27,42,1
2014-01-28,42,1
2014-02-01,42,1
2014-02-03,42,1
2014-02-07,42,1
2014-02-08,42,1
2014-02-09,42,1
2014-02-10,42,1
2014-02-11,42,1
2014-02-13,42,1
2014-02-14,42,1
2014-02-16,42,1
2014-02-19,42,1
2014-02-20,42,1
2014-02-21,42,1
2014-02-24,42,1
2014-02-25,42,1
2014-02-26,42,1
2014-03-04,42,1
2014-03-06,42,1
2014-03-08,42,1
2014-03-09,42,1
2014-03-10,42,1
2014-03-11,42,1
2014-03-13,42,1
2014-03-15,42,1
2014-03-18,42,1
2014-03-19,42,1
2014-03-20,42,1
2014-03-21,42,1
2014-03-22,42,1
2014-03-23,42,1
2014-03-24,42,1
2014-03-25,42,1
2014-03-27,42,1
2014-03-28,42,1
2014-04-01,42,1
2014-04-02,42,1
2014-04-03,42,1
2014-04-04,42,1
2014-04-05,42,1
2014-04-08,42,1
2014-04-12,42,1
2014-04-13,42,1
2014-04-15,42,1
2014-04-17,42,1
2014-04-19,42,1
2014-04-21,42,1
2014-04-22,42,1
2014-04-23,42,1
2014-04-25,42,1
2014-04-27,42,1
2014-04-29,42,1
2014-05-01,42,1
2014-05-04,42,1
2014-05-05,42,1
2014-05-06,42,1
2014-05-07,42,1
2014-05-08,42,1
2014-05-11,42,1
2014-05-12,42,1
2014-05-18,42,1
2014-05-21,42,1
2014-05-23,42,1
2014-05-25,42,1
2013-01-01,43,1
2013-01-31,43,1
2013-03-08,43,1
2013-03-09,43,1
2013-03-11,43,1
2013-03-12,43,1
2013-03-16,43,1
2013-04-15,43,1
2014-05-29,44,1
2014-04-30,45,1
2014-01-01,46,1
2012-06-08,47,1
2013-11-04,48,1
2013-10-13,49,1
2012-06-05,50,1
2012-06-23,50,1
2012-07-07,50,1
2012-07-14,50,1
2012-07-15,50,1
2012-07-24,50,1
2012-08-15,50,1
2012-08-18,50,1
2012-08-22,50,1
2012-08-25,50,1
2012-09-06,50,1
2012-09-16,50,1
2012-09-20,50,1
2012-09-22,50,1
2012-09-28,50,1
2012-10-02,50,1
2012-10-23,50,1
2013-08-22,51,1
2013-02-13,53,1
2013-02-15,53,1
2013-02-17,53,1
2013-02-18,53,1
2013-02-21,53,1
2013-03-02,53,1
2013-03-30,53,1
2013-04-15,53,1
2013-05-05,53,1
2013-03-20,54,1
2012-07-20,55,1
2013-12-02,56,1
2013-11-19,57,1
2013-01-28,58,1
2014-03-10,59,1
2014-05-08,59,1
2014-06-01,59,1
2014-03-21,60,1
2014-03-29,60,1
2014-04-02,60,1
2014-04-05,60,1
2014-04-22,60,1
2014-04-28,60,1
2014-05-13,60,1
2014-05-15,60,1
2014-05-14,61,1
2012-12-20,63,1
2013-01-18,63,1
2013-01-24,63,1
2013-01-25,63,1
2013-01-26,63,1
2013-01-27,63,1
2013-01-29,63,1
2013-01-30,63,1
2013-01-31,63,1
2013-02-02,63,1
2013-02-04,63,1
2013-02-10,63,1
2013-02-11,63,1
2013-02-14,63,1
2013-02-28,63,1
2013-03-01,63,1
2013-03-05,63,1
2013-03-08,63,1
2013-03-11,63,1
2013-03-15,63,1
2013-03-17,63,1
2013-03-18,63,1
2013-03-20,63,1
2013-03-23,63,1
2013-03-24,63,1
2013-03-25,63,1
2013-03-28,63,1
2013-03-29,63,1
2013-03-31,63,1
2013-04-01,63,1
2013-04-02,63,1
2013-04-03,63,1
2013-04-04,63,1
2013-04-05,63,1
2013-04-10,63,1
2013-04-13,63,1
2013-04-16,63,1
2013-04-19,63,1
2013-04-21,63,1
2013-04-22,63,1
2013-04-24,63,1
2013-04-25,63,1
2013-04-26,63,1
2013-04-29,63,1
2013-05-01,63,1
2013-05-08,63,1
2013-05-14,63,1
2013-05-15,63,1
2013-05-18,63,1
2013-05-19,63,1
2013-05-20,63,1
2013-05-25,63,1
2013-05-26,63,1
2013-05-29,63,1
2013-06-02,63,1
2013-06-04,63,1
2013-06-05,63,1
2013-06-06,63,1
2013-06-07,63,1
2013-06-09,63,1
2013-06-10,63,1
2013-06-11,63,1
2013-06-15,63,1
2013-06-21,63,1
2013-06-22,63,1
2013-06-23,63,1
2013-06-27,63,1
2013-06-29,63,1
2013-06-30,63,1
2013-07-05,63,1
2013-07-06,63,1
2013-07-07,63,1
2013-07-09,63,1
2013-07-10,63,1
2013-07-13,63,1
2013-07-14,63,1
2013-07-17,63,1
2013-07-18,63,1
2013-07-19,63,1
2013-07-22,63,1
2013-07-30,63,1
2013-08-01,63,1
2013-08-02,63,1
2013-08-03,63,1
2013-08-04,63,1
2013-08-07,63,1
2013-08-08,63,1
2013-08-09,63,1
2013-08-10,63,1
2013-08-13,63,1
2013-08-15,63,1
2013-08-17,63,1
2013-08-18,63,1
2013-08-19,63,1
2013-08-22,63,1
2013-08-24,63,1
2013-08-25,63,1
2013-08-27,63,1
2013-08-28,63,1
2013-08-29,63,1
2013-08-31,63,1
2013-09-01,63,1
2013-09-02,63,1
2013-09-05,63,1
2013-09-06,63,1
2013-09-07,63,1
2013-09-08,63,1
2013-09-09,63,1
2013-09-10,63,1
2013-09-12,63,1
2013-09-13,63,1
2013-09-15,63,1
2013-09-16,63,1
2013-09-17,63,1
2013-09-18,63,1
2013-09-19,63,1
2013-09-22,63,1
2013-09-23,63,1
2013-09-24,63,1
2013-09-26,63,1
2013-09-27,63,1
2013-09-28,63,1
2013-09-29,63,1
2013-10-01,63,1
2013-10-02,63,1
2013-10-03,63,1
2013-10-04,63,1
2013-10-05,63,1
2013-10-06,63,1
2013-10-07,63,1
2013-10-08,63,1
2013-10-10,63,1
2013-10-11,63,1
2013-10-14,63,1
2013-10-15,63,1
2013-10-17,63,1
2013-10-18,63,1
2013-10-19,63,1
2013-10-20,63,1
2013-10-23,63,1
2013-10-24,63,1
2013-10-25,63,1
2013-10-26,63,1
2013-10-27,63,1
2013-10-28,63,1
2013-10-29,63,1
2013-10-30,63,1
2013-10-31,63,1
2013-11-01,63,1
2013-11-02,63,1
2013-11-03,63,1
2013-11-04,63,1
2013-11-05,63,1
2013-11-06,63,1
2013-11-07,63,1
2013-11-08,63,1
2013-11-10,63,1
2013-11-11,63,1
2013-11-12,63,1
2013-11-13,63,1
2013-11-14,63,1
2013-11-15,63,1
2013-11-17,63,1
2013-11-18,63,1
2013-11-19,63,1
2013-11-20,63,1
2013-11-21,63,1
2013-11-22,63,1
2013-11-23,63,1
2013-11-24,63,1
2013-11-25,63,1
2013-11-26,63,1
2013-11-27,63,1
2013-11-28,63,1
2013-11-29,63,1
2013-11-30,63,1
2013-12-01,63,1
2013-12-02,63,1
2013-12-03,63,1
2013-12-04,63,1
2013-12-05,63,1
2013-12-06,63,1
2013-12-07,63,1
2013-12-08,63,1
2013-12-09,63,1
2013-12-10,63,1
2013-12-11,63,1
2013-12-12,63,1
2013-12-13,63,1
2013-12-14,63,1
2013-12-15,63,1
2013-12-16,63,1
2013-12-17,63,1
2013-12-18,63,1
2013-12-19,63,1
2013-12-20,63,1
2013-12-21,63,1
2013-12-22,63,1
2013-12-23,63,1
2013-12-24,63,1
2013-12-25,63,1
2013-12-26,63,1
2013-12-27,63,1
2013-12-28,63,1
2013-12-29,63,1
2013-12-30,63,1
2013-12-31,63,1
2014-01-01,63,1
2014-01-02,63,1
2014-01-03,63,1
2014-01-04,63,1
2014-01-05,63,1
2014-01-06,63,1
2014-01-07,63,1
2014-01-08,63,1
2014-01-09,63,1
2014-01-10,63,1
2014-01-11,63,1
2014-01-12,63,1
2014-01-13,63,1
2014-01-14,63,1
2014-01-15,63,1
2014-01-16,63,1
2014-01-17,63,1
2014-01-18,63,1
2014-01-19,63,1
2014-01-20,63,1
2014-01-21,63,1
2014-01-22,63,1
2014-01-23,63,1
2014-01-24,63,1
2014-01-25,63,1
2014-01-26,63,1
2014-01-27,63,1
2014-01-28,63,1
2014-01-29,63,1
2014-01-30,63,1
2014-01-31,63,1
2014-02-01,63,1
2014-02-02,63,1
2014-02-03,63,1
2014-02-04,63,1
2014-02-05,63,1
2014-02-06,63,1
2014-02-07,63,1
2014-02-08,63,1
2014-02-09,63,1
2014-02-10,63,1
2014-02-11,63,1
2014-02-12,63,1
2014-02-13,63,1
2014-02-14,63,1
2014-02-15,63,1
2014-02-16,63,1
2014-02-17,63,1
2014-02-18,63,1
2014-02-19,63,1
2014-02-20,63,1
2014-02-21,63,1
2014-02-22,63,1
2014-02-23,63,1
2014-02-24,63,1
2014-02-25,63,1
2014-02-26,63,1
2014-02-27,63,1
2014-02-28,63,1
2014-03-01,63,1
2014-03-02,63,1
2014-03-03,63,1
2014-03-04,63,1
2014-03-05,63,1
2014-03-06,63,1
2014-03-07,63,1
2014-03-08,63,1
2014-03-09,63,1
2014-03-10,63,1
2014-03-11,63,1
2014-03-12,63,1
2014-03-13,63,1
2014-03-14,63,1
2014-03-15,63,1
2014-03-16,63,1
2014-03-17,63,1
2014-03-18,63,1
2014-03-19,63,1
2014-03-20,63,1
2014-03-21,63,1
2014-03-22,63,1
2014-03-23,63,1
2014-03-24,63,1
2014-03-25,63,1
2014-03-26,63,1
2014-03-27,63,1
2014-03-28,63,1
2014-03-29,63,1
2014-03-30,63,1
2014-03-31,63,1
2014-04-01,63,1
2014-04-02,63,1
2014-04-03,63,1
2014-04-04,63,1
2014-04-05,63,1
2014-04-06,63,1
2014-04-07,63,1
2014-04-08,63,1
2014-04-09,63,1
2014-04-10,63,1
2014-04-11,63,1
2014-04-12,63,1
2014-04-13,63,1
2014-04-14,63,1
2014-04-15,63,1
2014-04-16,63,1
2014-04-17,63,1
2014-04-18,63,1
2014-04-19,63,1
2014-04-20,63,1
2014-04-21,63,1
2014-04-22,63,1
2014-04-23,63,1
2014-04-24,63,1
2014-04-25,63,1
2014-04-26,63,1
2014-04-27,63,1
2014-04-28,63,1
2014-04-29,63,1
2014-04-30,63,1
2014-05-01,63,1
2014-05-02,63,1
2014-05-03,63,1
2014-05-04,63,1
2014-05-05,63,1
2014-05-06,63,1
2014-05-07,63,1
2014-05-08,63,1
2014-05-09,63,1
2014-05-10,63,1
2014-05-11,63,1
2014-05-12,63,1
2014-05-13,63,1
2014-05-14,63,1
2014-05-15,63,1
2014-05-16,63,1
2014-05-17,63,1
2014-05-18,63,1
2014-05-19,63,1
2014-05-20,63,1
2014-05-21,63,1
2014-05-22,63,1
2014-05-23,63,1
2014-05-24,63,1
2014-05-25,63,1
2014-05-26,63,1
2014-05-27,63,1
2014-05-28,63,1
2014-05-29,63,1
2014-05-30,63,1
2014-05-31,63,1
2014-06-01,63,1
2014-06-02,63,1
2014-06-03,63,1
2014-06-04,63,1
2014-03-15,64,1
2013-08-29,65,1
2014-02-03,66,1
2014-04-24,67,1
2014-01-23,68,1
2012-06-30,69,1
2012-07-02,69,1
2012-07-03,69,1
2012-07-06,69,1
2012-07-07,69,1
2012-07-09,69,1
2012-07-15,69,1
2012-07-18,69,1
2012-07-19,69,1
2012-07-20,69,1
2012-07-24,69,1
2012-07-25,69,1
2012-07-28,69,1
2012-07-29,69,1
2012-07-30,69,1
2012-08-01,69,1
2012-08-03,69,1
2012-08-04,69,1
2012-08-10,69,1
2012-08-13,69,1
2012-08-17,69,1
2012-08-18,69,1
2012-08-23,69,1
2012-08-24,69,1
2012-08-25,69,1
2012-08-27,69,1
2012-08-29,69,1
2012-09-06,69,1
2012-09-07,69,1
2012-09-10,69,1
2012-09-11,69,1
2012-09-12,69,1
2012-09-13,69,1
2012-09-14,69,1
2012-09-18,69,1
2012-09-19,69,1
2012-09-21,69,1
2012-09-24,69,1
2012-09-25,69,1
2012-10-03,69,1
2012-10-04,69,1
2012-10-05,69,1
2012-10-08,69,1
2012-10-09,69,1
2012-10-15,69,1
2012-10-16,69,1
2012-10-19,69,1
2012-10-22,69,1
2012-10-23,69,1
2012-10-28,69,1
2012-10-31,69,1
2012-11-01,69,1
2012-11-04,69,1
2012-11-06,69,1
2012-11-10,69,1
2012-11-11,69,1
2012-11-17,69,1
2012-11-25,69,1
2012-11-28,69,1
2012-12-01,69,1
2012-12-02,69,1
2012-12-03,69,1
2012-12-04,69,1
2012-12-11,69,1
2012-12-12,69,1
2012-12-16,69,1
2012-12-17,69,1
2012-12-18,69,1
2012-12-19,69,1
2012-12-24,69,1
2012-12-26,69,1
2012-12-28,69,1
2012-12-30,69,1
2012-12-31,69,1
2013-01-02,69,1
2013-01-04,69,1
2013-01-07,69,1
2013-01-08,69,1
2013-01-11,69,1
2013-01-13,69,1
2013-01-14,69,1
2013-01-15,69,1
2013-01-16,69,1
2013-01-18,69,1
2013-01-19,69,1
2013-01-20,69,1
2013-01-21,69,1
2013-01-23,69,1
2013-01-25,69,1
2013-01-27,69,1
2013-01-30,69,1
2013-01-31,69,1
2013-02-01,69,1
2013-02-03,69,1
2013-02-04,69,1
2013-02-06,69,1
2013-02-07,69,1
2013-02-08,69,1
2013-02-09,69,1
2013-02-10,69,1
2013-02-11,69,1
2013-02-13,69,1
2013-02-16,69,1
2013-02-17,69,1
2013-02-18,69,1
2013-02-20,69,1
2013-02-21,69,1
2013-02-23,69,1
2013-02-24,69,1
2013-02-25,69,1
2013-02-26,69,1
2013-02-28,69,1
2013-03-01,69,1
2013-03-03,69,1
2013-03-06,69,1
2013-03-08,69,1
2013-03-09,69,1
2013-03-10,69,1
2013-03-11,69,1
2013-03-12,69,1
2013-03-13,69,1
2013-03-14,69,1
2013-03-15,69,1
2013-03-18,69,1
2013-03-19,69,1
2013-03-20,69,1
2013-03-21,69,1
2013-03-22,69,1
2013-03-23,69,1
2013-03-25,69,1
2013-03-26,69,1
2013-03-27,69,1
2013-03-31,69,1
2013-04-01,69,1
2013-04-02,69,1
2013-04-03,69,1
2013-04-04,69,1
2013-04-05,69,1
2013-04-06,69,1
2013-04-07,69,1
2013-04-08,69,1
2013-04-09,69,1
2013-04-10,69,1
2013-04-11,69,1
2013-04-14,69,1
2013-04-15,69,1
2013-04-16,69,1
2013-04-17,69,1
2013-04-18,69,1
2013-04-19,69,1
2013-04-20,69,1
2013-04-22,69,1
2013-04-23,69,1
2013-04-24,69,1
